exp_id,datetime,git_commit,git_dirty,dataset,task,image,num_steps,schedule,num_epochs,lr,zeta_init,d_init,wave,level,eta,noise_sigma,obs_psnr,psnr,ssim,lpips,nfe_opt,nfe_sample,nfe_total,time_opt_s,time_sample_s,time_total_s
20260815_192804_super_resolution_ffhq_00004,2026-08-15 19:28:04,bb1e7c4,True,ffhq,super_resolution,00004.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,23.2371,24.4475,0.7439,0.2736,300,30,330,22.3,1.7,24.0
20260815_192835_super_resolution_ffhq_00005,2026-08-15 19:28:35,bb1e7c4,True,ffhq,super_resolution,00005.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.9893,27.313,0.7548,0.2973,300,30,330,22.4,2.0,24.4
20260815_192903_super_resolution_ffhq_00006,2026-08-15 19:29:03,bb1e7c4,True,ffhq,super_resolution,00006.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3031,28.2882,0.8219,0.1725,300,30,330,22.6,2.1,24.7
20260815_192934_super_resolution_ffhq_00007,2026-08-15 19:29:34,bb1e7c4,True,ffhq,super_resolution,00007.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4785,26.814,0.7539,0.2133,300,30,330,23.3,1.8,25.2
20260815_193002_super_resolution_ffhq_00008,2026-08-15 19:30:02,bb1e7c4,True,ffhq,super_resolution,00008.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.4122,27.4506,0.7427,0.2234,300,30,330,23.4,2.0,25.4
20260815_193032_super_resolution_ffhq_00009,2026-08-15 19:30:32,bb1e7c4,True,ffhq,super_resolution,00009.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.4979,28.3224,0.8385,0.2082,300,30,330,23.1,2.1,25.2
20260815_193102_super_resolution_ffhq_00010,2026-08-15 19:31:02,bb1e7c4,True,ffhq,super_resolution,00010.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.1366,25.8524,0.7895,0.1727,300,30,330,22.5,2.1,24.6
20260815_193131_super_resolution_ffhq_00011,2026-08-15 19:31:31,bb1e7c4,True,ffhq,super_resolution,00011.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4462,26.9056,0.8256,0.1803,300,30,330,22.1,1.8,23.9
20260815_193159_super_resolution_ffhq_00012,2026-08-15 19:31:59,bb1e7c4,True,ffhq,super_resolution,00012.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.0209,27.3116,0.8447,0.1951,300,30,330,21.6,2.0,23.6
20260815_193229_super_resolution_ffhq_00013,2026-08-15 19:32:29,bb1e7c4,True,ffhq,super_resolution,00013.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.7829,25.4984,0.8134,0.1503,300,30,330,22.5,2.0,24.5
20260815_193259_super_resolution_ffhq_00014,2026-08-15 19:32:59,bb1e7c4,True,ffhq,super_resolution,00014.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.091,27.5552,0.773,0.2032,300,30,330,23.0,2.3,25.3
20260815_193328_super_resolution_ffhq_00015,2026-08-15 19:33:28,bb1e7c4,True,ffhq,super_resolution,00015.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.8759,29.0497,0.8522,0.2002,300,30,330,22.3,2.3,24.6
20260815_193358_super_resolution_ffhq_00016,2026-08-15 19:33:58,bb1e7c4,True,ffhq,super_resolution,00016.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.8995,28.4068,0.7933,0.1776,300,30,330,22.5,1.9,24.4
20260815_193431_super_resolution_ffhq_00017,2026-08-15 19:34:31,bb1e7c4,True,ffhq,super_resolution,00017.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.2652,29.2686,0.8541,0.0932,300,30,330,23.3,2.0,25.2
20260815_193502_super_resolution_ffhq_00018,2026-08-15 19:35:03,bb1e7c4,True,ffhq,super_resolution,00018.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5608,28.0251,0.7956,0.2252,300,30,330,23.1,2.1,25.2
20260815_193532_super_resolution_ffhq_00019,2026-08-15 19:35:32,bb1e7c4,True,ffhq,super_resolution,00019.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0687,27.21,0.8371,0.1126,300,30,330,21.4,1.9,23.3
20260815_203635_super_resolution_ffhq_00000,2026-08-15 20:36:35,96dec19,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7221,29.2344,0.875,0.0886,300,30,330,24.7,2.1,26.9
20260815_203703_super_resolution_ffhq_00001,2026-08-15 20:37:03,96dec19,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7471,28.4381,0.8392,0.1145,300,30,330,24.0,2.2,26.2
20260815_203732_super_resolution_ffhq_00002,2026-08-15 20:37:32,96dec19,True,ffhq,super_resolution,00002.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,29.3828,30.2719,0.8643,0.1312,300,30,330,23.9,2.2,26.1
20260815_203801_super_resolution_ffhq_00003,2026-08-15 20:38:01,96dec19,True,ffhq,super_resolution,00003.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0848,27.7345,0.8528,0.0814,300,30,330,22.8,2.0,24.8
20260815_203828_super_resolution_ffhq_00004,2026-08-15 20:38:28,96dec19,True,ffhq,super_resolution,00004.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,23.2618,23.868,0.7745,0.1639,300,30,330,21.9,2.3,24.2
20260815_203855_super_resolution_ffhq_00005,2026-08-15 20:38:56,96dec19,True,ffhq,super_resolution,00005.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.9802,28.7027,0.8401,0.1764,300,30,330,23.6,2.2,25.8
20260815_203924_super_resolution_ffhq_00006,2026-08-15 20:39:24,96dec19,True,ffhq,super_resolution,00006.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3142,28.3315,0.8666,0.1299,300,30,330,22.7,2.3,25.1
20260815_203953_super_resolution_ffhq_00007,2026-08-15 20:39:53,96dec19,True,ffhq,super_resolution,00007.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4496,26.3947,0.7921,0.1193,300,30,330,23.4,2.3,25.8
20260815_204022_super_resolution_ffhq_00008,2026-08-15 20:40:22,96dec19,True,ffhq,super_resolution,00008.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3896,28.4208,0.8156,0.1046,300,30,330,23.9,1.8,25.7
20260815_204051_super_resolution_ffhq_00009,2026-08-15 20:40:51,96dec19,True,ffhq,super_resolution,00009.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.508,28.1287,0.8775,0.1241,300,30,330,23.6,2.1,25.7
20260815_204121_super_resolution_ffhq_00010,2026-08-15 20:41:21,96dec19,True,ffhq,super_resolution,00010.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.1792,25.5061,0.8325,0.1181,300,30,330,23.8,2.1,25.8
20260815_204150_super_resolution_ffhq_00011,2026-08-15 20:41:50,96dec19,True,ffhq,super_resolution,00011.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4408,26.7904,0.8682,0.1063,300,30,330,24.4,2.3,26.7
20260815_204218_super_resolution_ffhq_00012,2026-08-15 20:42:18,96dec19,True,ffhq,super_resolution,00012.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.0079,27.2565,0.8962,0.1195,300,30,330,23.8,2.0,25.8
20260815_204246_super_resolution_ffhq_00013,2026-08-15 20:42:46,96dec19,True,ffhq,super_resolution,00013.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.7722,25.0224,0.8349,0.0845,300,30,330,24.2,1.8,26.1
20260815_204315_super_resolution_ffhq_00014,2026-08-15 20:43:15,96dec19,True,ffhq,super_resolution,00014.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.1236,27.7479,0.8144,0.1162,300,30,330,24.6,2.0,26.6
20260815_204344_super_resolution_ffhq_00015,2026-08-15 20:43:44,96dec19,True,ffhq,super_resolution,00015.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.857,29.1231,0.8777,0.1275,300,30,330,23.5,2.0,25.5
20260815_204412_super_resolution_ffhq_00016,2026-08-15 20:44:12,96dec19,True,ffhq,super_resolution,00016.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.8938,29.3088,0.8453,0.1303,300,30,330,24.6,2.2,26.8
20260815_204442_super_resolution_ffhq_00017,2026-08-15 20:44:42,96dec19,True,ffhq,super_resolution,00017.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.2504,29.606,0.9092,0.085,300,30,330,25.1,2.1,27.2
20260815_204511_super_resolution_ffhq_00018,2026-08-15 20:45:11,96dec19,True,ffhq,super_resolution,00018.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5611,27.7591,0.835,0.1222,300,30,330,24.5,2.4,26.9
20260815_204537_super_resolution_ffhq_00019,2026-08-15 20:45:37,96dec19,True,ffhq,super_resolution,00019.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0906,28.12,0.8802,0.0949,300,30,330,21.3,2.0,23.4
20260815_210932_super_resolution_ffhq_00000,2026-08-15 21:09:32,d1a44a3,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7395,29.3702,0.8777,0.0888,300,30,330,19.1,1.7,20.7
20260815_210953_super_resolution_ffhq_00001,2026-08-15 21:09:53,d1a44a3,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7352,27.9301,0.8186,0.0958,300,30,330,18.3,1.7,20.0
20260815_211015_super_resolution_ffhq_00002,2026-08-15 21:10:15,d1a44a3,True,ffhq,super_resolution,00002.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,29.3933,29.958,0.859,0.1482,300,30,330,18.3,1.7,20.1
20260815_211037_super_resolution_ffhq_00003,2026-08-15 21:10:37,d1a44a3,True,ffhq,super_resolution,00003.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.093,28.4759,0.8656,0.0811,300,30,330,18.8,1.7,20.4
20260815_211100_super_resolution_ffhq_00004,2026-08-15 21:11:00,d1a44a3,True,ffhq,super_resolution,00004.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,23.2535,23.6432,0.7761,0.1794,300,30,330,19.0,1.7,20.7
20260815_211122_super_resolution_ffhq_00005,2026-08-15 21:11:22,d1a44a3,True,ffhq,super_resolution,00005.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.9727,28.1009,0.8326,0.1666,300,30,330,18.7,1.7,20.4
20260815_211144_super_resolution_ffhq_00006,2026-08-15 21:11:44,d1a44a3,True,ffhq,super_resolution,00006.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3086,28.6184,0.8785,0.1205,300,30,330,18.7,1.6,20.2
20260815_211206_super_resolution_ffhq_00007,2026-08-15 21:12:06,d1a44a3,True,ffhq,super_resolution,00007.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4596,26.4612,0.7927,0.1248,300,30,330,18.8,1.7,20.5
20260815_211228_super_resolution_ffhq_00008,2026-08-15 21:12:28,d1a44a3,True,ffhq,super_resolution,00008.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3699,28.3366,0.8212,0.1105,300,30,330,19.1,1.5,20.7
20260815_211250_super_resolution_ffhq_00009,2026-08-15 21:12:50,d1a44a3,True,ffhq,super_resolution,00009.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5043,27.7273,0.8781,0.1315,300,30,330,18.7,1.7,20.4
20260815_211312_super_resolution_ffhq_00010,2026-08-15 21:13:12,d1a44a3,True,ffhq,super_resolution,00010.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.1422,25.6742,0.8357,0.1159,300,30,330,18.5,1.7,20.2
20260815_211333_super_resolution_ffhq_00011,2026-08-15 21:13:33,d1a44a3,True,ffhq,super_resolution,00011.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4327,27.3044,0.8675,0.107,300,30,330,18.2,1.7,19.9
20260815_211355_super_resolution_ffhq_00012,2026-08-15 21:13:55,d1a44a3,True,ffhq,super_resolution,00012.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.0015,26.7534,0.8897,0.089,300,30,330,18.8,1.6,20.4
20260815_211417_super_resolution_ffhq_00013,2026-08-15 21:14:17,d1a44a3,True,ffhq,super_resolution,00013.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.771,24.9193,0.839,0.077,300,30,330,18.9,1.8,20.6
20260815_211439_super_resolution_ffhq_00014,2026-08-15 21:14:40,d1a44a3,True,ffhq,super_resolution,00014.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.1229,27.4942,0.8143,0.1215,300,30,330,18.9,1.7,20.6
20260815_211502_super_resolution_ffhq_00015,2026-08-15 21:15:02,d1a44a3,True,ffhq,super_resolution,00015.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.9075,29.2281,0.8802,0.1218,300,30,330,19.0,1.5,20.5
20260815_211524_super_resolution_ffhq_00016,2026-08-15 21:15:24,d1a44a3,True,ffhq,super_resolution,00016.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.8927,29.243,0.8447,0.1243,300,30,330,18.7,1.7,20.4
20260815_211546_super_resolution_ffhq_00017,2026-08-15 21:15:46,d1a44a3,True,ffhq,super_resolution,00017.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.3338,28.8963,0.9022,0.0912,300,30,330,18.8,1.7,20.6
20260815_211608_super_resolution_ffhq_00018,2026-08-15 21:16:08,d1a44a3,True,ffhq,super_resolution,00018.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5556,28.0249,0.84,0.125,300,30,330,18.7,1.7,20.4
20260815_211630_super_resolution_ffhq_00019,2026-08-15 21:16:31,d1a44a3,True,ffhq,super_resolution,00019.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0693,27.6905,0.8761,0.0759,300,30,330,18.7,1.8,20.5
20260816_170644_super_resolution_ffhq_00000,2026-08-16 17:06:45,746cc58,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7111,24.3341,0.7885,0.1577,300,30,330,19.1,1.8,21.0
20260816_170707_super_resolution_ffhq_00001,2026-08-16 17:07:07,746cc58,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7529,27.6999,0.8086,0.1396,300,30,330,19.2,1.8,21.0
20260816_170729_super_resolution_ffhq_00002,2026-08-16 17:07:29,746cc58,True,ffhq,super_resolution,00002.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,29.4163,25.0763,0.7394,0.2193,300,30,330,19.0,1.8,20.8
20260816_170751_super_resolution_ffhq_00003,2026-08-16 17:07:52,746cc58,True,ffhq,super_resolution,00003.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.028,26.0828,0.8193,0.1082,300,30,330,18.9,1.8,20.7
20260816_170812_super_resolution_ffhq_00004,2026-08-16 17:08:12,746cc58,True,ffhq,super_resolution,00004.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,23.2542,21.011,0.6869,0.3125,300,30,330,17.5,1.7,19.2
20260816_170834_super_resolution_ffhq_00005,2026-08-16 17:08:34,746cc58,True,ffhq,super_resolution,00005.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.9671,22.5072,0.6688,0.258,300,30,330,18.7,1.8,20.5
20260816_170856_super_resolution_ffhq_00006,2026-08-16 17:08:56,746cc58,True,ffhq,super_resolution,00006.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3088,25.9976,0.8408,0.1742,300,30,330,18.8,1.8,20.6
20260816_170918_super_resolution_ffhq_00007,2026-08-16 17:09:18,746cc58,True,ffhq,super_resolution,00007.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4566,22.217,0.6544,0.2175,300,30,330,18.4,1.8,20.2
20260816_170940_super_resolution_ffhq_00008,2026-08-16 17:09:40,746cc58,True,ffhq,super_resolution,00008.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3849,23.7297,0.6846,0.1958,300,30,330,18.9,1.6,20.5
20260816_171002_super_resolution_ffhq_00009,2026-08-16 17:10:02,746cc58,True,ffhq,super_resolution,00009.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5301,24.0928,0.8118,0.1609,300,30,330,18.1,1.8,19.8
20260816_171024_super_resolution_ffhq_00010,2026-08-16 17:10:24,746cc58,True,ffhq,super_resolution,00010.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.1568,21.5872,0.722,0.1977,300,30,330,19.1,1.7,20.8
20260816_171046_super_resolution_ffhq_00011,2026-08-16 17:10:46,746cc58,True,ffhq,super_resolution,00011.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4174,22.7438,0.7569,0.1833,300,30,330,18.8,1.7,20.5
20260816_171108_super_resolution_ffhq_00012,2026-08-16 17:11:08,746cc58,True,ffhq,super_resolution,00012.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.0021,22.9638,0.7597,0.2136,300,30,330,18.7,1.8,20.5
20260816_171129_super_resolution_ffhq_00013,2026-08-16 17:11:29,746cc58,True,ffhq,super_resolution,00013.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.7655,20.8835,0.6868,0.1859,300,30,330,17.9,1.6,19.5
20260816_171151_super_resolution_ffhq_00014,2026-08-16 17:11:51,746cc58,True,ffhq,super_resolution,00014.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0989,23.5224,0.7286,0.1593,300,30,330,18.7,1.8,20.5
20260816_171213_super_resolution_ffhq_00015,2026-08-16 17:12:13,746cc58,True,ffhq,super_resolution,00015.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.8956,25.1032,0.8144,0.1594,300,30,330,18.9,1.8,20.7
20260816_171235_super_resolution_ffhq_00016,2026-08-16 17:12:35,746cc58,True,ffhq,super_resolution,00016.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.8512,24.1303,0.7222,0.2071,300,30,330,18.7,1.8,20.5
20260816_171257_super_resolution_ffhq_00017,2026-08-16 17:12:57,746cc58,True,ffhq,super_resolution,00017.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.3227,29.7798,0.8631,0.1079,300,30,330,18.4,1.9,20.3
20260816_171318_super_resolution_ffhq_00018,2026-08-16 17:13:18,746cc58,True,ffhq,super_resolution,00018.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5923,23.4669,0.7309,0.1934,300,30,330,17.4,1.8,19.1
20260816_171340_super_resolution_ffhq_00019,2026-08-16 17:13:40,746cc58,True,ffhq,super_resolution,00019.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.053,24.0524,0.7845,0.1425,300,30,330,18.6,1.9,20.5
20260816_183817_super_resolution_ffhq_00000,2026-08-16 18:38:17,b854db9,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7329,28.6999,0.869,0.0926,300,30,330,19.5,1.9,21.3
20260816_183904_super_resolution_ffhq_00000,2026-08-16 18:39:04,b854db9,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.703,28.7898,0.8661,0.0998,300,30,330,19.2,1.8,21.0
20260816_183926_super_resolution_ffhq_00001,2026-08-16 18:39:26,b854db9,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7377,27.5034,0.7933,0.1063,300,30,330,18.3,1.8,20.1
20260816_183947_super_resolution_ffhq_00002,2026-08-16 18:39:47,b854db9,True,ffhq,super_resolution,00002.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,29.3774,29.5881,0.8455,0.1605,300,30,330,18.5,1.8,20.3
20260816_184009_super_resolution_ffhq_00003,2026-08-16 18:40:09,b854db9,True,ffhq,super_resolution,00003.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.1027,27.6211,0.847,0.0717,300,30,330,18.8,1.8,20.6
20260816_184030_super_resolution_ffhq_00004,2026-08-16 18:40:30,b854db9,True,ffhq,super_resolution,00004.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,23.2406,23.183,0.7637,0.1886,300,30,330,17.4,1.8,19.2
20260816_184051_super_resolution_ffhq_00005,2026-08-16 18:40:52,b854db9,True,ffhq,super_resolution,00005.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.9964,27.9789,0.8182,0.1758,300,30,330,18.5,1.7,20.2
20260816_184113_super_resolution_ffhq_00006,2026-08-16 18:41:13,b854db9,True,ffhq,super_resolution,00006.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3224,28.0205,0.8613,0.1248,300,30,330,18.1,1.8,19.9
20260816_184134_super_resolution_ffhq_00007,2026-08-16 18:41:34,b854db9,True,ffhq,super_resolution,00007.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4688,26.3357,0.7853,0.127,300,30,330,17.9,1.8,19.7
20260816_184156_super_resolution_ffhq_00008,2026-08-16 18:41:56,b854db9,True,ffhq,super_resolution,00008.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.3874,27.6089,0.7948,0.1158,300,30,330,18.1,1.6,19.7
20260816_184216_super_resolution_ffhq_00009,2026-08-16 18:42:16,b854db9,True,ffhq,super_resolution,00009.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.5125,27.2701,0.8622,0.1254,300,30,330,17.1,1.8,18.9
20260816_184237_super_resolution_ffhq_00010,2026-08-16 18:42:38,b854db9,True,ffhq,super_resolution,00010.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.1653,24.3897,0.8167,0.1087,300,30,330,18.3,1.8,20.1
20260816_184300_super_resolution_ffhq_00011,2026-08-16 18:43:00,b854db9,True,ffhq,super_resolution,00011.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,26.4414,25.9886,0.8488,0.1168,300,30,330,18.7,1.8,20.5
20260816_184322_super_resolution_ffhq_00012,2026-08-16 18:43:22,b854db9,True,ffhq,super_resolution,00012.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,25.9803,26.3174,0.8775,0.1086,300,30,330,18.3,1.9,20.2
20260816_184343_super_resolution_ffhq_00013,2026-08-16 18:43:43,b854db9,True,ffhq,super_resolution,00013.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,24.7984,24.5101,0.8262,0.0909,300,30,330,17.9,1.6,19.5
20260816_184404_super_resolution_ffhq_00014,2026-08-16 18:44:04,b854db9,True,ffhq,super_resolution,00014.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.1176,26.4903,0.7781,0.1168,300,30,330,17.7,1.8,19.5
20260816_184425_super_resolution_ffhq_00015,2026-08-16 18:44:26,b854db9,True,ffhq,super_resolution,00015.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.8675,28.2114,0.8661,0.1239,300,30,330,18.3,1.8,20.1
20260816_184447_super_resolution_ffhq_00016,2026-08-16 18:44:47,b854db9,True,ffhq,super_resolution,00016.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.9066,28.6939,0.8201,0.1121,300,30,330,18.1,1.8,19.9
20260816_184508_super_resolution_ffhq_00017,2026-08-16 18:45:08,b854db9,True,ffhq,super_resolution,00017.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.2909,29.1363,0.8955,0.0958,300,30,330,18.0,1.8,19.8
20260816_184528_super_resolution_ffhq_00018,2026-08-16 18:45:28,b854db9,True,ffhq,super_resolution,00018.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.546,27.477,0.8286,0.1249,300,30,330,17.5,1.8,19.2
20260816_184550_super_resolution_ffhq_00019,2026-08-16 18:45:50,b854db9,True,ffhq,super_resolution,00019.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0654,27.4991,0.8655,0.0911,300,30,330,18.4,1.8,20.2
20260816_212255_super_resolution_ffhq_00000,2026-08-16 21:22:55,bb0bc6b,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7286,29.0489,0.8687,0.0944,300,30,330,19.6,1.9,21.5
20260816_212329_super_resolution_ffhq_00001,2026-08-16 21:23:29,bb0bc6b,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7415,27.9798,0.8236,0.1171,300,30,330,27.4,3.6,30.9
20260816_212330_super_resolution_ffhq_00000,2026-08-16 21:23:30,bb0bc6b,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7278,28.8335,0.8666,0.0873,300,30,330,27.9,3.6,31.4
20260816_212404_super_resolution_ffhq_00000,2026-08-16 21:24:04,bb0bc6b,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7456,29.0946,0.8722,0.105,300,30,330,39.5,4.8,44.3
20260816_212420_super_resolution_ffhq_00002,2026-08-16 21:24:20,bb0bc6b,True,ffhq,super_resolution,00002.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,29.3971,29.3902,0.8485,0.1382,300,30,330,43.2,4.9,48.1
20260816_212422_super_resolution_ffhq_00001,2026-08-16 21:24:22,bb0bc6b,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7396,27.3839,0.7955,0.1179,300,30,330,44.1,4.0,48.1
20260816_212424_super_resolution_ffhq_00000,2026-08-16 21:24:24,bb0bc6b,True,ffhq,super_resolution,00000.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,28.7061,28.8074,0.8671,0.0937,300,30,330,45.1,3.7,48.9
20260816_212500_super_resolution_ffhq_00001,2026-08-16 21:25:00,bb0bc6b,True,ffhq,super_resolution,00001.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.7236,27.8369,0.8215,0.1209,300,30,330,46.5,5.4,51.9
20260816_212515_super_resolution_ffhq_00003,2026-08-16 21:25:15,bb0bc6b,True,ffhq,super_resolution,00003.png,30,15-10-5,10,0.001,0.1,0.2,db4,3,1.0,0.05,27.0737,27.9665,0.8498,0.076,300,30,330,46.9,5.4,52.3
